0.494618,-0.687604
2.54302,1.1656
1.85844,-0.876223
1.23153,-0.58293
3.04255,0.511804
-0.310597,0.235931
-0.0154475,0.871867
1.08631,0.0864265
2.17333,1.63999
0.0895563,0.385954
-0.0517045,3.45495
0.589477,1.53347
1.41469,-2.06626
0.798401,0.0658123
1.72908,2.14034
1.3479,0.876995
2.35516,0.774958
1.62307,1.06284
0.137615,-0.505157
1.40587,1.22522
2.64848,0.694274
0.639621,0.199566
0.782248,1.82146
2.25431,0.773265
1.14608,-1.11411
1.70643,0.354654
0.778744,0.658043
0.323916,0.754031
0.910923,1.59047
-0.310655,0.120813
2.15803,1.9928
1.29912,-0.789282
0.922674,1.1395
0.134173,0.147052
0.829286,0.352292
0.567221,0.333901
0.458448,2.40373
1.09569,2.5852
2.19257,2.03571
0.278394,-0.297664
2.24925,0.580976
1.84411,1.20706
0.267751,0.234718
-0.185064,1.75595
1.88742,2.10157
-0.210157,2.43976
2.36345,1.44536
2.18465,0.0102444
0.948149,1.25761
2.59444,0.437449
2.2694,0.628948
-0.76314,1.09197
0.117896,-0.429488
0.892009,1.57438
1.64793,3.28821
1.69276,0.326459
0.418201,1.3281
1.31943,1.83259
1.42538,0.60041
0.361169,-0.815385
0.828553,0.964972
1.70469,1.22461
1.24406,3.44024
0.352491,0.994404
0.132488,1.37507
1.02886,1.08957
-0.532696,1.07704
1.56678,1.50054
2.38582,1.61392
0.409596,1.18225
1.37927,0.0737029
0.913294,1.14057
1.74656,2.24824
0.689782,1.10067
1.45801,1.49195
0.546147,1.27238
1.98783,1.73816
0.0806255,3.27892
0.693042,-0.40834
-0.915961,1.66158
2.89422,0.557746
0.892574,1.11219
1.0429,0.0770333
3.37418,1.26319
-0.427704,0.972066
1.80299,0.924558
-0.227354,1.53417
0.866632,-0.414475
-0.151824,1.8579
1.80811,-0.732787
2.49107,0.44796
1.79116,1.98741
0.675738,0.667085
-0.104597,1.45988
2.51499,1.62291
1.19239,1.25411
1.58853,0.655947
-0.987996,0.572742
1.00397,1.10197
1.87016,1.32897
0.631936,0.833818
0.00053966,2.02334
0.431395,1.15834
0.803256,0.0727719
0.968045,0.681559
0.162428,1.13975
0.900369,1.37371
-1.13935,0.576152
0.872347,1.48109
1.8564,1.32378
0.681429,0.84845
1.08101,1.31257
